timestamp,stock_symbol,activity_level
2021-01-26 01:43:39.928645376-05:00,GME,14851
2021-01-26 02:04:27.560884224-05:00,GME,14610
2021-01-26 02:13:02.916530688-05:00,GME,20713
2021-01-26 02:42:50.009640960-05:00,GME,16921
2021-01-26 02:54:14.685190144-05:00,GME,19839
2021-01-26 03:23:45.902844672-05:00,GME,15306
2021-01-26 03:27:04.564545792-05:00,GME,17168
2021-01-26 04:26:59.414630656-05:00,GME,23684
2021-01-26 04:35:58.216330240-05:00,GME,2752
2021-01-26 04:37:16.928878592-05:00,GME,17572
2021-01-26 04:50:07.432004096-05:00,GME,11857
2021-01-26 05:07:23.250488320-05:00,GME,16805
2021-01-26 05:16:58.044050944-05:00,GME,7232
2021-01-26 05:41:55.631727616-05:00,GME,22191
2021-01-26 05:56:50.558168576-05:00,GME,12936
2021-01-26 06:28:35.009413632-05:00,GME,9988
2021-01-26 06:38:49.906600192-05:00,GME,15948
2021-01-26 07:13:24.770330112-05:00,GME,13551
2021-01-26 07:17:32.847686656-05:00,GME,8303
2021-01-26 07:34:34.177974272-05:00,GME,1469
2021-01-26 07:35:32.498582784-05:00,GME,14640
2021-01-26 07:47:03.616160256-05:00,GME,22235
2021-01-26 07:53:47.907496704-05:00,GME,10802
2021-01-26 08:15:25.514755584-05:00,GME,14253
2021-01-26 08:25:40.148283136-05:00,GME,11583
2021-01-26 08:40:12.939461632-05:00,GME,12299
2021-01-26 08:44:53.856299776-05:00,GME,12253
2021-01-26 09:04:12.106797056-05:00,GME,6389
2021-01-26 09:45:47.465573120-05:00,GME,17492
2021-01-26 09:57:45.240295680-05:00,GME,13665
2021-01-26 10:04:58.001510144-05:00,GME,19118
2021-01-26 10:07:24.405552896-05:00,GME,19374
2021-01-26 10:09:51.501773824-05:00,GME,18079
2021-01-26 10:11:14.243198208-05:00,GME,12749
2021-01-26 10:31:49.661084416-05:00,GME,13292
2021-01-26 10:58:05.394236416-05:00,GME,13276
2021-01-26 11:02:11.449760768-05:00,GME,23520
2021-01-26 11:22:57.091888896-05:00,GME,10420
2021-01-26 11:28:23.332537344-05:00,GME,19130
2021-01-26 11:30:16.794597120-05:00,GME,18635
2021-01-26 11:41:16.671756288-05:00,GME,22987
2021-01-26 11:53:02.331168256-05:00,GME,13899
2021-01-26 12:06:57.414898944-05:00,GME,9911
2021-01-26 12:11:00.517452032-05:00,GME,18827
2021-01-26 12:33:29.955214592-05:00,GME,18486
2021-01-26 12:41:36.358126848-05:00,GME,13858
2021-01-26 12:45:37.587564288-05:00,GME,17541
2021-01-26 12:59:20.328801792-05:00,GME,21349
2021-01-26 13:05:07.113302016-05:00,GME,19634
2021-01-26 13:22:59.392831232-05:00,GME,15314
2021-01-26 13:51:12.408791808-05:00,GME,13066
2021-01-26 14:01:28.275408128-05:00,GME,20077
2021-01-26 14:04:18.611861760-05:00,GME,15821
2021-01-26 14:07:18.181601536-05:00,GME,15811
2021-01-26 14:19:46.360026112-05:00,GME,20091
2021-01-26 14:31:10.073255168-05:00,GME,16760
2021-01-26 14:34:23.491659776-05:00,GME,12744
2021-01-26 14:52:37.341862144-05:00,GME,16322
2021-01-26 14:54:14.569829888-05:00,GME,20410
2021-01-26 15:07:48.526955776-05:00,GME,17402
2021-01-26 15:15:18.097455360-05:00,GME,16263
2021-01-26 15:25:32.271676672-05:00,GME,10316
2021-01-26 15:36:45.663059456-05:00,GME,19211
2021-01-26 15:49:30.636563200-05:00,GME,15539
2021-01-26 16:16:42.863246592-05:00,GME,10919
2021-01-26 16:27:51.272064768-05:00,GME,13884
2021-01-26 16:43:16.142446080-05:00,GME,16707
2021-01-26 16:47:10.763604224-05:00,GME,10093
2021-01-26 16:52:19.839791616-05:00,GME,8117
2021-01-26 17:48:38.194714112-05:00,GME,6770
2021-01-26 17:57:51.986936832-05:00,GME,16658
2021-01-26 18:19:53.331942656-05:00,GME,24169
2021-01-26 18:36:51.102259712-05:00,GME,15583
2021-01-26 18:37:15.462314752-05:00,GME,16651
2021-01-26 18:38:43.830765056-05:00,GME,11942
2021-01-26 18:45:00.356090112-05:00,GME,11758
2021-01-26 18:47:07.837431808-05:00,GME,13854
2021-01-26 18:49:06.780486656-05:00,GME,12755
2021-01-26 18:51:10.263567104-05:00,GME,7972
2021-01-26 19:06:54.375709184-05:00,GME,16849
2021-01-26 19:28:34.328785152-05:00,GME,23817
2021-01-26 19:33:23.536197632-05:00,GME,15028
2021-01-26 19:39:22.157858048-05:00,GME,17190
2021-01-26 20:06:08.039920896-05:00,GME,14805
2021-01-26 20:23:37.218594816-05:00,GME,12321
2021-01-26 20:58:07.202804480-05:00,GME,20900
2021-01-26 21:09:07.694335232-05:00,GME,19669
2021-01-26 21:19:17.470222080-05:00,GME,13570
2021-01-26 21:24:34.150091008-05:00,GME,11753
2021-01-26 21:50:04.614302464-05:00,GME,11561
2021-01-26 22:07:53.745921792-05:00,GME,10915
2021-01-26 23:03:59.036339200-05:00,GME,16447
2021-01-26 23:05:40.427468032-05:00,GME,23177
2021-01-26 23:06:37.745594624-05:00,GME,19687
2021-01-26 23:37:01.194960896-05:00,GME,15383
2021-01-26 23:51:02.725064192-05:00,GME,15917
2021-01-26 23:57:14.815608576-05:00,GME,15285
2021-01-27 00:08:59.302148352-05:00,GME,22173
2021-01-27 00:27:31.174115328-05:00,GME,21003
2021-01-27 00:32:22.718904576-05:00,GME,7661
2021-01-27 00:56:20.501247232-05:00,GME,17949
2021-01-27 01:15:10.070406144-05:00,GME,13841
2021-01-27 01:24:57.578335488-05:00,GME,5843
2021-01-27 01:30:03.128352512-05:00,GME,16038
2021-01-27 01:47:23.713870592-05:00,GME,9356
2021-01-27 02:06:10.830740736-05:00,GME,14661
2021-01-27 02:50:21.163697664-05:00,GME,14096
2021-01-27 02:52:19.494164992-05:00,GME,11227
2021-01-27 02:58:36.418148864-05:00,GME,19798
2021-01-27 03:13:07.066517504-05:00,GME,11107
2021-01-27 03:31:55.962322432-05:00,GME,13629
2021-01-27 03:40:13.169371904-05:00,GME,14506
2021-01-27 03:42:44.438579712-05:00,GME,25053
2021-01-27 03:49:32.509693696-05:00,GME,7536
2021-01-27 04:11:18.400908800-05:00,GME,20759
2021-01-27 04:25:03.914254336-05:00,GME,16049
2021-01-27 04:40:33.975417344-05:00,GME,19074
2021-01-27 05:00:26.262015232-05:00,GME,20168
2021-01-27 05:22:03.584586752-05:00,GME,12245
2021-01-27 05:35:03.881384704-05:00,GME,9825
2021-01-27 06:36:17.028914944-05:00,GME,14165
2021-01-27 06:50:28.786343936-05:00,GME,20215
2021-01-27 07:15:28.839517696-05:00,GME,14567
2021-01-27 07:16:32.611293952-05:00,GME,12294
2021-01-27 07:57:24.994580736-05:00,GME,12252
2021-01-27 08:09:23.180749568-05:00,GME,10424
2021-01-27 08:10:17.001142784-05:00,GME,18697
2021-01-27 08:24:29.950365440-05:00,GME,18636
2021-01-27 08:42:11.438826496-05:00,GME,6737
2021-01-27 09:15:44.079994624-05:00,GME,19334
2021-01-27 09:21:11.471400704-05:00,GME,24664
2021-01-27 09:36:28.049880320-05:00,GME,16699
2021-01-27 09:41:24.006774272-05:00,GME,32568
2021-01-27 09:57:04.683439616-05:00,GME,19242
2021-01-27 10:06:20.733083648-05:00,GME,17411
2021-01-27 10:20:48.294563584-05:00,GME,12233
2021-01-27 10:27:27.507665920-05:00,GME,3531
2021-01-27 10:31:45.739560448-05:00,GME,14856
2021-01-27 10:39:36.107764224-05:00,GME,20931
2021-01-27 10:57:26.098875136-05:00,GME,15238
2021-01-27 11:00:56.475583488-05:00,GME,13741
2021-01-27 11:08:25.512906240-05:00,GME,13303
2021-01-27 11:11:29.146473984-05:00,GME,13291
2021-01-27 11:22:17.636114944-05:00,GME,12512
2021-01-27 11:53:42.289996288-05:00,GME,12389
2021-01-27 11:55:44.762597888-05:00,GME,11860
2021-01-27 12:20:15.459774976-05:00,GME,17910
2021-01-27 12:22:44.114805248-05:00,GME,18683
2021-01-27 12:52:28.810254592-05:00,GME,17051
2021-01-27 13:03:12.606693120-05:00,GME,18377
2021-01-27 13:27:36.353917696-05:00,GME,13495
2021-01-27 13:28:15.481026048-05:00,GME,12919
2021-01-27 13:42:06.734069248-05:00,GME,13348
2021-01-27 13:45:59.517268480-05:00,GME,9734
2021-01-27 13:54:34.494977792-05:00,GME,12288
2021-01-27 14:55:33.306528768-05:00,GME,13592
2021-01-27 15:24:54.185148416-05:00,GME,23605
2021-01-27 15:42:19.066338048-05:00,GME,15293
2021-01-27 16:58:03.020568576-05:00,GME,29679
2021-01-27 17:38:08.128554752-05:00,GME,13337
2021-01-27 17:50:50.655876352-05:00,GME,16104
2021-01-27 17:57:04.473550592-05:00,GME,13934
2021-01-27 18:30:24.864721408-05:00,GME,16664
2021-01-27 18:31:28.732061184-05:00,GME,9937
2021-01-27 18:38:54.997106944-05:00,GME,6187
2021-01-27 19:03:17.011456768-05:00,GME,9973
2021-01-27 19:11:49.673406208-05:00,GME,10404
2021-01-27 20:09:06.765077760-05:00,GME,13632
2021-01-27 20:25:15.625546752-05:00,GME,20544
2021-01-27 20:36:05.307961344-05:00,GME,13815
2021-01-27 20:37:03.191859968-05:00,GME,17435
2021-01-27 20:48:53.939344640-05:00,GME,20018
2021-01-27 21:00:04.934466304-05:00,GME,15069
2021-01-27 21:07:03.193403136-05:00,GME,15370
2021-01-27 21:07:25.757404416-05:00,GME,18147
2021-01-27 21:10:39.337664512-05:00,GME,15564
2021-01-27 23:01:01.988809728-05:00,GME,4389
2021-01-27 23:15:54.211760128-05:00,GME,23690
2021-01-27 23:38:32.789781760-05:00,GME,14046
2021-01-27 23:42:05.305888256-05:00,GME,9268
2021-01-27 23:57:49.323809536-05:00,GME,23275
2021-01-28 00:26:05.150672384-05:00,GME,15667
2021-01-28 00:32:42.399766016-05:00,GME,18120
2021-01-28 00:40:14.786932992-05:00,GME,10072
2021-01-28 00:48:43.460254720-05:00,GME,22044
2021-01-28 00:52:29.388100352-05:00,GME,16669
2021-01-28 00:55:27.495830784-05:00,GME,24061
2021-01-28 01:01:59.375942656-05:00,GME,16101
2021-01-28 01:11:41.878686208-05:00,GME,21384
2021-01-28 01:15:39.230561280-05:00,GME,7619
2021-01-28 01:28:16.408847104-05:00,GME,14776
2021-01-28 01:37:42.081336064-05:00,GME,12994
2021-01-28 02:12:58.100687872-05:00,GME,13677
2021-01-28 02:23:20.688657408-05:00,GME,20959
2021-01-28 02:47:08.955190016-05:00,GME,11702
2021-01-28 02:54:14.929564160-05:00,GME,13290
2021-01-28 03:00:48.789391360-05:00,GME,7806
2021-01-28 03:29:37.055899648-05:00,GME,9266
2021-01-28 03:50:59.673897984-05:00,GME,3979
2021-01-28 04:11:26.441269760-05:00,GME,13604
2021-01-28 04:27:20.017330432-05:00,GME,22596
2021-01-28 04:27:46.584580096-05:00,GME,16834
2021-01-28 04:27:51.844681472-05:00,GME,11084
2021-01-28 04:43:51.678216448-05:00,GME,9541
2021-01-28 04:49:34.691668992-05:00,GME,11677
2021-01-28 04:49:51.668283136-05:00,GME,8668
2021-01-28 04:51:40.406849792-05:00,GME,15569
2021-01-28 05:00:40.095621888-05:00,GME,12632
2021-01-28 05:24:34.218784512-05:00,GME,20842
2021-01-28 05:28:10.537632256-05:00,GME,8790
2021-01-28 05:33:20.045397504-05:00,GME,16942
2021-01-28 05:43:10.608796416-05:00,GME,8789
2021-01-28 06:17:40.624509696-05:00,GME,16588
2021-01-28 06:39:50.958655488-05:00,GME,15760
2021-01-28 06:41:29.663768064-05:00,GME,24395
2021-01-28 06:59:09.639144704-05:00,GME,8050
2021-01-28 07:16:27.380587008-05:00,GME,17627
2021-01-28 07:35:34.202845696-05:00,GME,12016
2021-01-28 07:40:57.136769792-05:00,GME,19445
2021-01-28 07:43:09.725484800-05:00,GME,11509
2021-01-28 08:03:00.492397568-05:00,GME,9335
2021-01-28 08:29:54.728145664-05:00,GME,5578
2021-01-28 08:57:10.983395584-05:00,GME,3232
2021-01-28 09:31:26.036485888-05:00,GME,8974
2021-01-28 09:33:17.663648512-05:00,GME,5923
2021-01-28 09:37:18.387531520-05:00,GME,12468
2021-01-28 10:36:53.497704192-05:00,GME,18967
2021-01-28 10:57:07.868943872-05:00,GME,10623
2021-01-28 11:53:38.190619136-05:00,GME,20233
2021-01-28 12:11:06.700310784-05:00,GME,7078
2021-01-28 12:36:40.208780288-05:00,GME,11507
2021-01-28 13:05:26.267207936-05:00,GME,2089
2021-01-28 13:30:12.026516480-05:00,GME,14322
2021-01-28 13:55:47.996174592-05:00,GME,14437
2021-01-28 14:01:05.846882560-05:00,GME,10908
2021-01-28 14:12:05.591540224-05:00,GME,20723
2021-01-28 14:14:04.750030080-05:00,GME,19715
2021-01-28 14:33:19.727498496-05:00,GME,10637
2021-01-28 15:11:27.878108672-05:00,GME,8540
2021-01-28 15:14:22.694898176-05:00,GME,9232
2021-01-28 15:23:33.815910656-05:00,GME,19377
2021-01-28 15:43:38.398385408-05:00,GME,16073
2021-01-28 16:35:57.184702720-05:00,GME,25229
2021-01-28 16:36:24.108112640-05:00,GME,19104
2021-01-28 16:44:07.110500608-05:00,GME,12380
2021-01-28 17:04:44.419349760-05:00,GME,19153
2021-01-28 17:04:58.889171968-05:00,GME,23398
2021-01-28 17:31:21.334146048-05:00,GME,20374
2021-01-28 17:58:16.225210112-05:00,GME,16875
2021-01-28 18:20:56.974055424-05:00,GME,21953
2021-01-28 18:25:19.789121536-05:00,GME,15699
2021-01-28 18:33:19.239439104-05:00,GME,24018
2021-01-28 18:38:07.651234560-05:00,GME,15700
2021-01-28 18:43:40.721831168-05:00,GME,21030
2021-01-28 19:08:54.252170240-05:00,GME,19760
2021-01-28 19:20:21.992087808-05:00,GME,26090
2021-01-28 19:39:50.804670464-05:00,GME,15007
2021-01-28 19:55:10.078927360-05:00,GME,17652
2021-01-28 20:04:23.367556864-05:00,GME,19841
2021-01-28 20:15:10.973003520-05:00,GME,18347
2021-01-28 20:18:14.642491904-05:00,GME,8105
2021-01-28 20:24:21.830181376-05:00,GME,10504
2021-01-28 20:52:08.398354432-05:00,GME,24849
2021-01-28 21:24:12.031902976-05:00,GME,22541
2021-01-28 21:24:20.105357056-05:00,GME,10563
2021-01-28 21:32:29.141768960-05:00,GME,18145
2021-01-28 21:48:00.228114688-05:00,GME,6557
2021-01-28 21:48:27.604015616-05:00,GME,20038
2021-01-28 21:50:00.527634688-05:00,GME,23731
2021-01-28 21:59:45.748102656-05:00,GME,7696
2021-01-28 22:00:12.415282688-05:00,GME,12336
2021-01-28 22:06:27.041031424-05:00,GME,27436
2021-01-28 22:28:54.675319296-05:00,GME,9792
2021-01-28 22:28:58.571653120-05:00,GME,12743
2021-01-28 22:29:44.549042944-05:00,GME,22621
2021-01-28 22:33:34.860581888-05:00,GME,9168
2021-01-28 22:36:08.137249792-05:00,GME,5503
2021-01-28 22:43:14.874194688-05:00,GME,15493
2021-01-28 23:10:59.036917248-05:00,GME,8708
2021-01-28 23:15:37.858830848-05:00,GME,9620
2021-01-28 23:47:44.554799104-05:00,GME,19563
2021-01-29 00:09:54.160579072-05:00,GME,20913
2021-01-29 00:11:36.561546496-05:00,GME,1000
2021-01-29 00:11:37.544708096-05:00,GME,13089
2021-01-29 00:50:36.240624640-05:00,GME,14682
2021-01-29 02:06:32.538011392-05:00,GME,14361
2021-01-29 02:10:17.847925760-05:00,GME,14666
2021-01-29 02:32:22.120139008-05:00,GME,5901
2021-01-29 03:24:40.967839744-05:00,GME,12211
2021-01-29 03:45:16.032886528-05:00,GME,6415
2021-01-29 03:45:47.726093056-05:00,GME,20719
2021-01-29 04:02:07.958112768-05:00,GME,8306
2021-01-29 04:10:25.036680960-05:00,GME,15033
2021-01-29 04:16:34.947593216-05:00,GME,5318
2021-01-29 04:27:48.284227072-05:00,GME,12955
2021-01-29 04:55:26.663909376-05:00,GME,12470
2021-01-29 04:59:35.024054528-05:00,GME,16314
2021-01-29 05:05:06.672354816-05:00,GME,15231
2021-01-29 05:56:47.517245184-05:00,GME,15066
2021-01-29 06:12:56.878790656-05:00,GME,14912
2021-01-29 06:20:52.767544320-05:00,GME,9763
2021-01-29 06:21:03.786901760-05:00,GME,11641
2021-01-29 06:44:51.993123840-05:00,GME,16387
2021-01-29 06:50:04.092802560-05:00,GME,11205
2021-01-29 07:19:13.131140608-05:00,GME,18496
2021-01-29 07:20:13.539145728-05:00,GME,10461
2021-01-29 08:01:18.342404864-05:00,GME,17904
2021-01-29 08:07:49.945721600-05:00,GME,15363
2021-01-29 08:21:58.070696960-05:00,GME,6602
2021-01-29 08:31:00.702402560-05:00,GME,14194
2021-01-29 08:33:35.047500800-05:00,GME,11312
2021-01-29 08:38:56.569381376-05:00,GME,9335
2021-01-29 09:02:34.419666432-05:00,GME,14903
2021-01-29 09:06:00.658745344-05:00,GME,15669
2021-01-29 09:07:02.984117248-05:00,GME,10605
2021-01-29 09:08:32.113754112-05:00,GME,13844
2021-01-29 09:16:09.123508480-05:00,GME,12061
2021-01-29 09:36:05.674005760-05:00,GME,16367
2021-01-29 10:29:19.507124224-05:00,GME,16608
2021-01-29 10:41:03.032282880-05:00,GME,14961
2021-01-29 10:42:28.946272256-05:00,GME,12223
2021-01-29 10:47:39.695531264-05:00,GME,14520
2021-01-29 11:26:34.545002240-05:00,GME,9931
2021-01-29 12:54:02.033075712-05:00,GME,12529
2021-01-29 12:54:25.774897408-05:00,GME,10832
2021-01-29 12:55:58.573782272-05:00,GME,10029
2021-01-29 13:07:55.139023360-05:00,GME,13586
2021-01-29 13:08:05.645229824-05:00,GME,10409
2021-01-29 13:13:50.907411456-05:00,GME,14141
2021-01-29 13:16:48.714520064-05:00,GME,20694
2021-01-29 13:23:10.160123392-05:00,GME,10317
2021-01-29 13:25:31.294922752-05:00,GME,14892
2021-01-29 13:48:17.657315072-05:00,GME,19574
2021-01-29 13:58:38.693540864-05:00,GME,8167
2021-01-29 14:19:31.002624512-05:00,GME,13883
2021-01-29 15:25:04.307211776-05:00,GME,11004
2021-01-29 15:26:42.266930944-05:00,GME,18141
2021-01-29 15:35:48.847040768-05:00,GME,21335
2021-01-29 16:22:16.335777792-05:00,GME,14122
2021-01-29 16:22:37.628930560-05:00,GME,6420
2021-01-29 16:47:50.249728-05:00,GME,18320
2021-01-29 16:49:53.237189632-05:00,GME,17665
2021-01-29 16:57:11.366172416-05:00,GME,16793
2021-01-29 17:03:53.271270656-05:00,GME,16867
2021-01-29 17:26:19.474884096-05:00,GME,11023
2021-01-29 17:31:44.288181504-05:00,GME,10970
2021-01-29 17:43:25.720433152-05:00,GME,8286
2021-01-29 19:14:02.843543040-05:00,GME,18910
2021-01-29 19:28:26.750351104-05:00,GME,19457
2021-01-29 19:38:16.593010432-05:00,GME,16794
2021-01-29 19:55:50.825805312-05:00,GME,9979
2021-01-29 20:08:08.599924480-05:00,GME,21096
2021-01-29 20:08:35.843890176-05:00,GME,16276
2021-01-29 20:10:23.562430208-05:00,GME,22513
2021-01-29 20:24:41.017069568-05:00,GME,18967
2021-01-29 20:55:53.565358080-05:00,GME,21730
2021-01-29 21:05:57.117509120-05:00,GME,20123
2021-01-29 21:13:36.846949632-05:00,GME,21780
2021-01-29 21:27:26.069251840-05:00,GME,14143
2021-01-29 21:30:57.176553728-05:00,GME,13278
2021-01-29 21:42:43.792112896-05:00,GME,20825
2021-01-29 21:48:40.667221504-05:00,GME,19302
2021-01-29 21:56:21.981218560-05:00,GME,16162
2021-01-29 22:03:14.093780480-05:00,GME,18259
2021-01-29 22:08:02.570769152-05:00,GME,15914
2021-01-29 22:38:43.567540736-05:00,GME,14371
2021-01-29 22:54:59.016877824-05:00,GME,21466
2021-01-29 22:57:11.944629248-05:00,GME,1000
2021-01-29 23:20:49.065866240-05:00,GME,11111
2021-01-29 23:25:05.078758144-05:00,GME,14031
2021-01-29 23:43:12.736798976-05:00,GME,20623
2021-01-29 23:57:16.020904192-05:00,GME,25963
2021-01-30 00:08:14.224777984-05:00,GME,16623
2021-01-30 00:39:00.177090816-05:00,GME,13641
2021-01-30 01:17:32.263001088-05:00,GME,9226
2021-01-30 01:34:18.817722624-05:00,GME,8742
2021-01-30 01:45:58.308184832-05:00,GME,18229
2021-01-30 01:50:53.791034368-05:00,GME,14911
2021-01-30 03:03:09.652477696-05:00,GME,16955
2021-01-30 03:10:35.490572544-05:00,GME,21573
2021-01-30 03:13:21.988470784-05:00,GME,7505
2021-01-30 03:16:09.944819712-05:00,GME,21719
2021-01-30 03:59:57.668231168-05:00,GME,17255
2021-01-30 04:14:35.171473920-05:00,GME,12284
2021-01-30 04:19:12.632119040-05:00,GME,7950
2021-01-30 04:58:30.840974336-05:00,GME,14857
2021-01-30 05:07:41.786800896-05:00,GME,9471
2021-01-30 05:11:57.952574464-05:00,GME,13517
2021-01-30 05:12:24.072220416-05:00,GME,13973
2021-01-30 05:24:21.962999552-05:00,GME,23359
2021-01-30 05:44:10.706407936-05:00,GME,17137
2021-01-30 06:07:35.700037632-05:00,GME,13522
2021-01-30 06:13:53.239669760-05:00,GME,10844
2021-01-30 06:21:36.664855296-05:00,GME,15389
2021-01-30 06:29:23.516970752-05:00,GME,10534
2021-01-30 06:52:59.182434560-05:00,GME,3916
2021-01-30 07:12:03.796076800-05:00,GME,13739
2021-01-30 07:30:37.804782592-05:00,GME,1725
2021-01-30 07:57:13.710827264-05:00,GME,12615
2021-01-30 07:57:49.361845504-05:00,GME,5125
2021-01-30 07:59:31.790277888-05:00,GME,19475
2021-01-30 08:14:12.869709056-05:00,GME,14803
2021-01-30 08:31:24.921307136-05:00,GME,14879
2021-01-30 08:33:42.062447360-05:00,GME,23407
2021-01-30 08:43:22.522022400-05:00,GME,24865
2021-01-30 08:45:08.333884928-05:00,GME,18073
2021-01-30 09:08:14.027602944-05:00,GME,14928
2021-01-30 09:30:05.155019520-05:00,GME,11516
2021-01-30 09:31:17.132192512-05:00,GME,21376
2021-01-30 09:37:22.442174976-05:00,GME,20724
2021-01-30 09:43:15.621729024-05:00,GME,12513
2021-01-30 09:44:38.311190272-05:00,GME,26780
2021-01-30 09:56:25.691748352-05:00,GME,13746
2021-01-30 09:57:07.781453824-05:00,GME,6639
2021-01-30 09:57:39.872375808-05:00,GME,8049
2021-01-30 10:12:12.535733504-05:00,GME,10963
2021-01-30 10:26:47.647846912-05:00,GME,13669
2021-01-30 10:41:49.916810240-05:00,GME,13108
2021-01-30 10:59:22.873142784-05:00,GME,17371
2021-01-30 11:07:43.292092672-05:00,GME,16751
2021-01-30 11:13:30.344221184-05:00,GME,14904
2021-01-30 11:24:18.271912960-05:00,GME,8278
2021-01-30 11:34:28.310035968-05:00,GME,8341
2021-01-30 12:00:50.111100160-05:00,GME,22471
2021-01-30 12:28:29.073761024-05:00,GME,16645
2021-01-30 13:03:07.205862400-05:00,GME,21596
2021-01-30 13:55:47.545186560-05:00,GME,10544
2021-01-30 13:56:31.961975296-05:00,GME,13173
2021-01-30 14:06:13.349616128-05:00,GME,13448
2021-01-30 14:07:14.010555136-05:00,GME,14069
2021-01-30 14:29:50.307969792-05:00,GME,9643
2021-01-30 15:06:50.951519488-05:00,GME,15647
2021-01-30 15:09:41.175636480-05:00,GME,20902
2021-01-30 15:16:20.721466624-05:00,GME,28584
2021-01-30 15:26:40.871873280-05:00,GME,23627
2021-01-30 15:29:39.311453440-05:00,GME,15408
2021-01-30 15:51:54.027467520-05:00,GME,16248
2021-01-30 15:59:46.063538176-05:00,GME,7352
2021-01-30 16:11:34.955803904-05:00,GME,14303
2021-01-30 16:20:24.296079360-05:00,GME,5600
2021-01-30 16:26:13.477789952-05:00,GME,7570
2021-01-30 16:51:42.009829376-05:00,GME,11963
2021-01-30 16:56:36.382101248-05:00,GME,19773
2021-01-30 16:56:52.588480512-05:00,GME,11537
2021-01-30 17:05:40.944954368-05:00,GME,138240
2021-01-30 17:08:18.669421568-05:00,GME,26952
2021-01-30 17:17:10.418717184-05:00,GME,15000
2021-01-30 17:24:05.811368704-05:00,GME,15465
2021-01-30 18:09:09.606775296-05:00,GME,17814
2021-01-30 18:16:14.080854016-05:00,GME,17376
2021-01-30 18:18:03.087385344-05:00,GME,15381
2021-01-30 18:19:25.688253952-05:00,GME,5649
2021-01-30 18:25:46.438344704-05:00,GME,25829
2021-01-30 18:34:28.084708608-05:00,GME,15638
2021-01-30 18:38:04.635296-05:00,GME,19107
2021-01-30 19:13:54.139076352-05:00,GME,18496
2021-01-30 19:20:39.061920512-05:00,GME,14847
2021-01-30 19:56:12.466595584-05:00,GME,17325
2021-01-30 20:06:46.791132672-05:00,GME,13243
2021-01-30 20:17:59.259041024-05:00,GME,19801
2021-01-30 20:21:43.949377792-05:00,GME,15760
2021-01-30 20:22:34.728027904-05:00,GME,19274
2021-01-30 21:29:30.443483648-05:00,GME,22069
2021-01-30 21:46:18.784087808-05:00,GME,17599
2021-01-30 22:09:59.602629120-05:00,GME,18094
2021-01-30 22:18:56.108892160-05:00,GME,20313
2021-01-30 22:26:17.184554752-05:00,GME,11231
2021-01-30 22:30:04.408643328-05:00,GME,12636
2021-01-30 22:56:57.182978560-05:00,GME,7568
2021-01-30 23:17:34.252666112-05:00,GME,22272
2021-01-30 23:43:05.080658688-05:00,GME,6845
2021-01-31 00:04:21.942964992-05:00,GME,8504
2021-01-31 00:33:11.273512960-05:00,GME,19873
2021-01-31 01:17:40.344529664-05:00,GME,8941
2021-01-31 01:23:33.487772928-05:00,GME,18300
2021-01-31 01:31:32.433825792-05:00,GME,12412
2021-01-31 01:52:14.224247552-05:00,GME,6705
2021-01-31 01:58:20.961452544-05:00,GME,17181
2021-01-31 02:05:30.828823552-05:00,GME,6769
2021-01-31 02:11:40.375133184-05:00,GME,10668
2021-01-31 02:27:24.981753344-05:00,GME,19048
2021-01-31 02:34:11.404656384-05:00,GME,9996
2021-01-31 02:49:47.051494912-05:00,GME,13474
2021-01-31 02:52:28.353424384-05:00,GME,22031
2021-01-31 03:07:37.120120320-05:00,GME,20019
2021-01-31 03:11:54.583613440-05:00,GME,18004
2021-01-31 03:17:43.476633856-05:00,GME,4927
2021-01-31 03:45:59.724496128-05:00,GME,12662
2021-01-31 04:49:24.352294144-05:00,GME,15767
2021-01-31 05:38:14.256811008-05:00,GME,17171
2021-01-31 05:48:00.814478848-05:00,GME,17331
2021-01-31 06:46:08.648219904-05:00,GME,13805
2021-01-31 06:59:22.957074688-05:00,GME,25793
2021-01-31 07:10:09.108146944-05:00,GME,19069
2021-01-31 07:21:46.068822784-05:00,GME,20287
2021-01-31 07:55:31.152188160-05:00,GME,13220
2021-01-31 08:38:37.199950848-05:00,GME,10327
2021-01-31 08:55:09.314776320-05:00,GME,24090
2021-01-31 09:05:01.823920128-05:00,GME,7615
2021-01-31 09:08:23.539772416-05:00,GME,19789
2021-01-31 09:27:19.114008832-05:00,GME,16825
2021-01-31 10:10:00.448671744-05:00,GME,6553
2021-01-31 10:47:45.463040-05:00,GME,8597
2021-01-31 11:11:33.524101888-05:00,GME,102130
2021-01-31 11:59:15.297549312-05:00,GME,11998
2021-01-31 12:01:19.422268928-05:00,GME,8579
2021-01-31 12:04:35.468706816-05:00,GME,13691
2021-01-31 12:20:54.609845248-05:00,GME,9262
2021-01-31 12:27:15.592395008-05:00,GME,14722
2021-01-31 12:41:37.326412800-05:00,GME,14339
2021-01-31 12:46:54.263948800-05:00,GME,16474
2021-01-31 13:13:04.863186176-05:00,GME,16386
2021-01-31 13:30:43.710703360-05:00,GME,10481
2021-01-31 14:12:02.198388992-05:00,GME,13028
2021-01-31 14:24:56.861044224-05:00,GME,21146
2021-01-31 14:33:04.728526848-05:00,GME,20251
2021-01-31 14:35:34.730959872-05:00,GME,6034
2021-01-31 14:37:48.407811584-05:00,GME,16522
